Compounds.ID	Name	Tags	Formula	RT_min	Calc_MW
c2777			C23 H55 N5 O12 P2 S	5.217	687.30391
c3607			C75 H124 N3 O18 P3 S3	3.763	1543.72519
c4062			C33 H76 N8 O16 P2	3.617	902.48455
c1644			C35 H56 N10 O2 P2	7.051	710.40755
c3213			C19 H49 N10 O3 P3	3.905	558.31941
c2696			C48 H94 N7 O13 P3 S	6.73	1101.58718
c4090			C41 H85 N9 O17 P2 S	6.538	1069.52593
c3825			C29 H48 N3 O P3	5.158	547.29924
c922			C37 H56 N8 O11 S	5.792	820.37804
c3433			C28 H53 N O4 P2 S	6.123	561.31501
c3521			C76 H126 N9 O11 P3 S	9.186	1465.85157
c579			C75 H95 N3 O14 P2	4.121	1323.62767
c3728			C26 H48 O2	17.108	392.36473
c4406			C24 H50 N7 O4 P3	5.093	593.31589
c4510				5.096	296.6581
c1993			C46 H100 N8 O12 P2 S3	5.426	1114.61019
c3018			C12 H31 N5 O11	4.27	421.20351
c2803			C28 H46 N5 O5 P3	5.107	625.27379
c2469			C67 H107 N9 O7 P2 S2	6.274	1275.72026
c4302			C14 H36 N9 O5 P	5.545	441.25792
c4557			C15 H24 O8 P2	11.398	394.0941
c266	WF-14865A		C17 H27 N5 O4	0.789	365.20525
c3644			C28 H41 N7 O2 P2	4.961	569.28227
c3398			C26 H40 O2 P2	5.691	446.25236
c3716	N1-acetyl-N7-o-hydroxyphenylacetyl cadaverine		C15 H22 N2 O3	8.254	278.16233
c3140			C17 H32 N4 O3	4.494	340.24661
c4064			C30 H48 N5 O3 P S	5.934	589.32263
c2213	Methionylphenylalanine		C14 H20 N2 O3 S	4.067	296.11859
c2442				6.389	786.379
c1540				0.793	1042.51644
c1478			C65 H96 N5 O17 P	4.033	1249.65433
c1945	Chaiyaphumine A		C40 H44 N6 O7	0.794	720.32676
c2523			C59 H80 N7 O8 P3	3.557	1107.52872
c140			C45 H84 N5 O12 P3	5.799	979.53285
c2645			C45 H65 N9 O5 P2	8.239	873.4583
c41			C26 H41 N5 O7	4.343	535.29965
c2815			C15 H25 N3 O8	2.637	375.16353
c61			C40 H63 N7 O8	9.013	769.47265
c356			C28 H45 N7 O6	5.011	575.3416
c3180			C75 H86 N5 O13 P3	0.791	1357.54328
c1554			C18 H45 N7 O7 P2	5.677	533.28449
c2112	Microviridin N1		C88 H116 N18 O24	6.143	1808.84166
c3146			C22 H50 N6 O6 P2 S	6.991	588.29799
c3743	"Methyl (2R,4S,6S,12bR)-4-(4-fluorophenyl)-2-{[3-(1H-imidazol-1-yl)propyl]amino}-1,2,3,4,6,7,12,12b-octahydroindolo[2,3-a]quinolizine-6-carboxylate"		C29 H32 F N5 O2	4.483	501.25769
c3602	Ethyl oleate		C20 H38 O2	16.363	310.28638
c1917			C63 H123 N4 O5 P3 S	18.398	1140.8425
c3023			C36 H71 N4 O12 P3	7.092	844.43107
c2435			C22 H42 N4 O3 P2	5.599	472.2712
c3615				8.14	601.32738
c3031			C36 H48 N6 O7	8.978	676.35766
c3490				5.148	1148.55374
c4427			C23 H53 N10 O6 P	7.557	596.38848
c24			C23 H36 N6 O4	5.453	460.27882
c4895			C36 H42 Cl N O4 S3	18.395	683.1956
c4889			C23 H34 N4 O7	3.457	478.24187
c1549			C36 H60 N4 O15 S	6.082	820.37806
c3859			C34 H63 N2 O13 P	6.75	738.40594
c3852			C21 H24 N4 O6	4.424	428.16912
c2079			C72 H110 N7 O9 P3 S	6.294	1341.73118
c3588			C37 H67 N2 O16 P	7.542	826.42146
c2151				5.824	2263.1548
c4565				5.827	2264.15561
c4259			C10 H28 N7 O3 P	6.036	325.19984
c1678			C39 H80 N2 O17 P2 S	4.874	942.46446
c1464			C13 H33 N9 O6	4.851	411.25561
c4509			C50 H59 N3 O8 S	4.586	861.40366
c4096			C25 H52 N10 O10 S	7.836	684.3588
c2507				6.361	2295.02577
c1939				6.345	1137.6449
c1559			C62 H94 N3 O18 P	4.166	1199.62751
c223	Nostosin D		C21 H33 N5 O5	4.27	435.24698
c2808			C26 H57 N10 O6 P	7.711	636.42076
c2018	unknown Lok MF	B		15.117	2763.50763
c2913	N6-Dimethyladenosine		C12 H17 N5 O4	2.769	295.1276
c4138				6.034	650.39951
c2117			C23 H34 N10 O3	3.631	498.27951
c3254			C21 H53 N10 O11 P	4.868	652.36064
c4631			C18 H45 N10 O6 P	2.581	528.32639
c2962				3.64	1329.63699
c3530			C45 H73 N9 O18	4.367	1027.50715
c853			C62 H83 N9 O8 S	5.428	1113.60651
c962				5.426	556.80352
c3574			C28 H54 N9 O14 P	5.507	771.35305
c3068			C50 H64 N8 O3 P2	8.045	886.45927
c1697			C32 H34 N10 O5 S	5.078	670.24375
c3120			C25 H55 N7 O2	18.011	485.44382
c4566	Syringolin E		C25 H43 N5 O6	5.29	509.32182
c173			C36 H60 N8 O13	4.832	812.42672
c1927			C53 H82 N8 O17 P2 S	13.163	1196.50055
c2415				6.342	567.82945
c3988			C25 H44 N9 O6 P3	7.056	659.26191
c4599			C85 H103 N7 O16 P2 S	6.237	1571.66572
c2368				15.127	2783.4979
c4359			C19 H42 N2 O11 S	7.661	506.25259
c4811			C32 H65 N9 O11 P2	6.303	813.42654
c2234			C88 H136 N7 O12 P3 S2	9.205	1639.89141
c2644			C38 H66 N7 O10 P	4.474	811.45888
c423			C20 H45 N10 O6 P	5.026	552.32543
c448			C26 H41 N5 O7	5.024	535.29897
c2003			C41 H67 N4 O12 P S	6.328	870.42201
c1749	Madurastatin A2		C27 H41 N7 O10	0.681	623.29237
c3674			C53 H57 N3 O6	3.925	831.42308
c3057			C24 H45 N10 O10 P	3.79	664.30505
c2678			C42 H49 N O3 S	6.371	647.34294
c3272				3.006	1195.55223
c1169				7.171	1102.54209
c4839			C50 H78 N6 O11 P2	6.457	1000.52005
c2538	"(5E)-2,10-Diamino-5-{[(5-amino-5-carboxypentyl)amino]methyl}-5-undecenedioic acid (non-preferred name)"		C18 H34 N4 O6	4.073	402.24673
c1524				5.353	750.43035
c2341				8.519	622.33308
c1891			C19 H36 N4 O5	5.853	400.26807
c2680			C42 H78 N10 O15 P2	4.113	1024.5128
c1967			C29 H55 N5 O15 S	4.057	745.34049
c3468			C19 H25 N3 O7	2.45	407.1682
c4775			C67 H128 N10 O18 P2 S3	6.683	1518.80316
c4722				0.781	326.67388
c3462			C49 H82 N9 O8 P3	6.66	1017.54801
c4701			C17 H43 N8 O P S3	5.916	502.24628
c2588	Pezizolide D		C14 H18 O5	12.47	266.11442
c1709				9.998	876.15724
c4607				5.072	1026.51596
c2706			C49 H85 N4 O9 P3	7.659	966.55303
c2754			C25 H56 N3 O14 P	0.795	653.34787
c1052			C79 H99 N10 O12 P	9.083	1410.71804
c3118			C51 H81 N9 O3 S3	6.16	963.56311
c2892			C22 H51 N7 O3 S2	6.288	525.35177
c4748	SSR161421		C25 H20 N4 O2	13.037	408.15376
c2746			C40 H90 N9 O17 P3 S	4.532	1093.53842
c4704			C60 H88 N6 O13 P2	3.681	1162.58835
c3230			C75 H105 N9 O13	14.81	1339.78173
c3632			C38 H62 N9 O6 P	8.564	771.45338
c2592	"4,4-dimethyl-1-(3-nitrophenyl)-2-(1H-1,2,4-triazol-1-yl)pent-1-en-3-one"		C15 H16 N4 O3	0.796	300.12134
c2867	PPK		C16 H28 N4 O4	1.057	340.21014
c4637				9.964	2655.40366
c323			C21 H51 N8 O2 P3	5.353	540.33398
c1164			C16 H27 N7 O5	7.075	397.20766
c3299			C38 H68 N10 O12	4.764	856.50177
c1961			C90 H113 N8 O11 P3 S	4.049	1606.74499
c4249				4.837	722.36666
c3371			C18 H30 N4 O5	4.237	382.22124
c3957			C45 H68 O9 S	6.743	784.45869
c1857	Emericelloxide		C21 H26 O3	5.381	326.18848
c1753			C15 H28 N5 O3 P	15.031	357.19289
c555				5.576	1380.70534
c1802			C12 H23 N3 O2	2.501	241.17852
c2582			C32 H70 N7 O16 P	3.004	839.45999
c154			C69 H106 N8 O15 P2 S	4.768	1380.69636
c4865	Microphycin AL828		C40 H60 N8 O11	6.865	828.43802
c779			C23 H48 N8 O11 S	5.97	644.32012
c3636			C16 H27 N3 O4	4.911	325.19982
c688			C54 H85 N3 O16 P2	4.333	1093.53893
c2113	Diprotin A		C17 H31 N3 O4	5.864	341.23087
c2666			C28 H43 N9 O4	6.49	569.34171
c1526				4.604	561.28231
c1858	WF-14865A		C17 H27 N5 O4	2.133	365.20564
c4219			C24 H59 N10 O10 P	6.598	678.41347
c4506			C37 H7 N4 O5 P S	5.037	649.98723
c3375			C29 H59 N5 O14 P2	4.913	763.35501
c1428	Prolylleucine		C11 H20 N2 O3	5.549	228.14635
c2171			C36 H53 N7 O11	5.745	759.37971
c4756			C19 H42 N8 O4 S2	4.453	510.27901
c3265			C45 H83 O9 P3 S2	6.098	924.46896
c1349			C52 H100 N7 O14 P3 S2	6.739	1203.59869
c1793			C25 H57 N8 O10 P S	5.702	692.36374
c1887			C56 H97 N10 O16 P	9.16	1196.68101
c351			C20 H36 N4 O6	4.708	428.26339
c560				4.09	673.8432
c2794			C24 H52 N8 O3 P2 S2	7.142	626.30854
c1425			C59 H76 N4 O10	4.102	1000.55618
c4841				6.238	733.35283
c3283			C34 H63 N8 O14 P	6.61	838.42058
c917			C71 H107 N6 O17 P S	7.028	1378.71534
c2738			C19 H44 N3 O8 P	3.495	473.28396
c635			C21 H35 N5 O8	3.852	485.24755
c3902			C23 H53 N3 O6 P2 S	6.119	561.31505
c2972			C55 H88 N8 O16 P2	3.739	1178.58055
c1168			C22 H41 N5 O5 P2	4.64	517.25647
c2999			C47 H63 N3 O2 S2	5.753	765.43791
c1561			C17 H43 N8 O4 P	7.113	454.31496
c2635			C54 H98 N3 O13 P3 S2	4.214	1153.57413
c2591	"(2S,3S,4S,5R,6S)-6-(Hydroxymethyl)-5-{[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)-5-{[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl]oxy}tetrahydro-2H-pyran-2-yl];oxy}tetrahydro-2H-pyran-2,3,4,5-tetrol"		C18 H32 O18	19.655	536.15843
c1338			C35 H59 N6 O8 P	7.692	722.41102
c4234			C24 H30 N4 O8	7.058	502.20563
c1998			C34 H76 N6 O15 P2	8.298	870.48405
c1184	unknown Lok MF	B		15.116	2746.53464
c2332			C22 H55 N6 O3 P3 S	3.115	576.32556
c2240				7.638	1373.15011
c2966			C31 H72 N7 O16 P S	6.345	861.44876
c2443			C48 H69 N8 O10 P3 S	5.881	1042.4085
c1504			C23 H54 N5 O3 P3 S	7.018	573.31863
c2944				4.218	629.81501
c3612			C24 H44 N9 O P3 S	3.616	599.25897
c3591				8.233	1527.78415
c3614				9.96	2653.39713
c3656			C14 H30 N10 O5	4.244	418.24172
c4055				4.238	836.48331
c4537				4.609	239.14473
c2346			C64 H130 N2 O15 P2	18.328	1228.89426
c2643	Fijimycin C		C44 H62 N8 O12	3.598	894.44561
c258			C23 H28 N8 O2	4.004	448.23155
c973				9.931	2206.192
c3930				5.556	759.37904
c1032			C20 H30 N4 O8	4.331	454.20535
c4863			C72 H79 N2 O4 P S2	3.753	1130.52207
c3527			C17 H25 N3 O4	4.776	335.18413
c51			C41 H59 N9 O10	6.296	837.43722
c3710			C20 H33 N2 O5 P	6.483	412.21057
c1253	Roseothricin (H-277)		C18 H37 N7 O6	15.776	447.28204
c2846			C33 H53 N O3 P2	8.074	573.35249
c2896			C12 H33 N9 O7 S	3.585	447.22228
c2522	NP-006862		C20 H32 O4	15.188	318.21602
c458				7.142	2033.11563
c3931			C24 H38 N9 O P3	6.762	561.24299
c3001			C80 H115 N O14 P2	15.065	1375.7791
c4294			C25 H41 N2 O6 P3	3.042	558.21886
c2315	Syringolin C		C25 H41 N5 O6	5.587	507.30493
c3400			C41 H71 N2 O10 P S3	6.494	878.40146
c4883	Octyl decyl phthalate		C26 H42 O4	16.253	418.30675
c796			C23 H40 N6 O9	2.658	544.2849
c1926			C32 H76 N8 O18 P2	5.355	922.47573
c2620				5.401	461.23831
c1552			C51 H91 N4 O15 P S2	5.154	1094.56582
c1835			C23 H27 N9 O4 S	3.987	525.18883
c3237			C40 H81 N2 O13 P3	2.568	890.49552
c175			C51 H89 N10 O9 P3	6.736	1078.60214
c1271			C28 H58 N7 O13 P	6.136	731.38457
c2401			C56 H88 N8 O14 P2 S	4.024	1190.56203
c4529			C61 H106 N2 O18 P2 S2	7.585	1280.63547
c3362			C50 H89 N7 O16 P2 S	3.705	1137.55518
c2465	Semagacestat		C19 H27 N3 O4	5.136	361.19955
c3318				7.249	1548.79471
c2085	Elaiomycin H		C12 H25 N3 O3	0.801	259.18869
c1641			C13 H32 N10 O2 S	8.256	392.24138
c1597	5S-hydroxynorvaline-S-Ile		C11 H20 N2 O3	4.566	228.14701
c4518	Brasilicardin B		C44 H66 N2 O15	4.106	862.44736
c4332			C35 H57 N3 O8 P2	7.046	709.36352
c1413			C35 H53 N3 O7 P2	5.88	689.33635
c3555				4.888	836.4485
c2266			C28 H43 N8 O4 P S	4.654	618.28678
c1272			C29 H51 N9 O9	4.363	669.37977
c1798			C18 H36 N4 O S2	3.179	388.23115
c4433			C8 H15 N9 O3	2.615	285.13008
c2547	MDMB-CHMICA		C23 H32 N2 O3	4.158	1218.65383
c1953				5.231	372.68173
c2065			C26 H59 N3 O6 P2 S	7.692	603.36231
c1758			C20 H36 N4 O6	3.476	428.26244
c4098			C25 H44 N6 O6	2.151	524.33111
c3560			C20 H45 N6 O3 P S2	4.097	512.27308
c4785			C81 H110 N3 O17 P	7.788	1427.75734
c3205			C18 H45 N6 O4 P	3.268	440.32406
c3236			C57 H101 N5 O16 P2 S	6.821	1205.64457
c4079				6.121	1348.6347
c2335	Leucyl-leucyl-norleucine		C18 H35 N3 O4	6.498	357.26226
c4252			C65 H85 N8 O9 P	7.312	1152.61822
c3717			C73 H112 N3 O13 P3 S	6.296	1363.71379
c1621			C21 H50 N9 O5 P	7.205	539.36746
c619	(+/-)-pantetheine		C11 H22 N2 O4 S	3.309	278.12919
c667	"N-{4-[(2R,3R)-3-(Hydroxymethyl)-4-methyl-5-oxo-2-morpholinyl]phenyl}acetamide"		C14 H18 N2 O4	3.31	300.11133
c3062			C18 H33 N3 S2	5.544	355.20979
c749			C21 H55 N10 O11 P	5.997	654.37838
c795				6.687	1850.93037
c4587			C53 H74 N9 O11 P	3.941	1043.52488
c1462			C26 H53 N4 O8 P	5.916	580.35825
c2749			C80 H117 N2 O17 P3 S2	7.597	1534.70072
c1587			C13 H32 N5 O5 P	5.804	369.21344
c4583				5.524	1234.67961
c2150			C23 H55 N8 O15 P S	4.199	746.32475
c1558			C8 H7 N2 O17 P S2	0.719	497.89258
c4779			C85 H129 N9 O16 P2	9.116	1593.90366
c1685			C72 H118 N3 O17 P3 S	5.855	1421.73763
c186			C29 H36 N10 O7	4.825	636.27448
c850			C11 H25 N4 O4 P	6.289	308.16049
c2576	Febarbamate		C20 H27 N3 O6	5.373	405.18935
c2244			C21 H55 N10 O4 P3 S	5.19	636.33678
c2280				4.2	1302.59552
c2885				3.742	546.30074
c4456			C11 H15 N5 O4 S	1.075	313.0833
c3634			C36 H70 N3 O9 P3	5.651	781.43218
c1842				9.913	2229.17679
c4901			C55 H104 N8 O12 P2 S2	8.223	1194.66916
c461	"(3S,9aS)-3-benzyl-octahydro-1H-pyrido[1,2-a]pyrazin-1-one"		C15 H20 N2 O	0.799	266.13703
c2909			C34 H70 N3 O14 P	7.297	775.45892
c3337			C22 H38 N5 O5 P	6.723	483.25912
c2515			C31 H51 N6 O10 P	3.615	698.34195
c4598				5.608	914.48624
c2650			C30 H51 N3 O8 P2 S	6.502	675.28498
c668	methyl 2-cyano-3-{1-[3-(1H-imidazol-1-yl)propyl]-1H-pyrrol-2-yl}acrylate		C15 H16 N4 O2	2.635	284.12681
c1501			C8 H23 N4 O3 P	0.794	254.15007
c2007				6.426	1148.61761
c2188			C60 H96 N O18 P	6.421	1149.63699
c2279			C56 H67 N9 O3 S4	6.251	1041.42455
c409			C19 H33 O7 P	9.771	404.19704
c2601			C23 H48 N3 O7 P	4.64	509.32101
c4375			C45 H60 N2 O3 S2	6.222	740.40641
c1449			C34 H72 N9 O5 P3	4.068	779.48851
c4428			C45 H92 N8 O5 P2 S5	7.54	1046.52733
c1269			C36 H70 N3 O17 P	6.082	847.44333
c2357			C64 H94 N5 O10 P	6.179	1123.67349
c671			C18 H45 N7 O2 P2 S	4.04	485.28398
c566				3.585	1338.65586
c2524			C21 H40 N8 O3 P2 S	4.555	546.24289
c3887			C48 H88 N O15 P3	9.3	1011.5374
c3436			C67 H111 N7 O14 P2 S2	14.51	1363.7109
c1390			C15 H39 N9 O9 S	0.805	521.25818
c3800	Arphamenine A		C16 H24 N4 O3	3.066	320.18388
c4498	Kribelloside A		C30 H56 O14	3.062	640.36777
c500	Valorphin		C44 H60 N8 O12	3.578	892.43726
c2030			C71 H120 N9 O15 P3 S3	4.066	1527.72918
c3260			C16 H37 Cl N4 O10	4.067	480.22102
c1112			C23 H47 N4 O10 P	3.639	570.30081
c1079	Leucyltryptophan		C17 H23 N3 O3	6.066	317.17344
c516			C15 H30 N10 O4 S	3.59	446.21885
c893	N-Pentadecanoylglycine		C17 H33 N O3	10.759	299.24587
c4201			C32 H50 N3 O8 P	8.49	635.3318
c2282			C28 H55 N3 O10 S2	4.971	657.33203
c2252			C32 H60 N5 O7 P3	6.348	719.37336
c1331				5.437	430.18762
c2455				7.23	625.86146
c1255			C17 H34 N3 O10 P	4.828	471.19609
c2809			C25 H41 N5 O5	7.401	491.31121
c1733			C29 H55 N9 O4 S2	5.042	657.38201
c23	CI-4		C11 H19 N5 O2	0.794	253.15302
c3759			C68 H95 N10 O14 P	3.764	1306.67687
c4304				4.472	1002.51462
c2028	LQH		C17 H28 N6 O5	0.793	396.21111
c1403			C36 H52 N8 O10	8.064	756.38157
c4059				8.263	1213.65642
c1579			C11 H21 N3 O2	0.797	227.16277
c4180				5.173	338.6924
c4860			C39 H64 N7 O14 P	6.577	885.42575
c4310			C28 H59 N7 O	18.36	509.48041
c2848				3.983	774.35768
c2369			C24 H51 N9 O10 S	6.181	657.347
c1574			C23 H40 N4 O3	12.93	420.3088
c2103			C39 H66 N4 O14	6.335	814.45831
c4480			C42 H61 N O5 P2	5.361	721.39933
c3663			C20 H38 N4 O6	3.999	430.27865
c4714			C31 H56 N O7 P3 S	4.911	679.29843
c2398			C37 H67 N5 O16	4.481	837.45744
c3594			C12 H23 N3 O2 S	3.737	273.15041
c2481			C61 H120 N8 O17 P2 S4	7.616	1426.71407
c3428			C24 H51 N6 O5 P3	4.833	596.31616
c725				9.936	2202.24422
c4900				6.306	1880.88003
c4247	Cyclizidine		C17 H25 N O3	13.056	291.18263
c2541			C23 H56 N7 O3 P S2	7.074	573.36253
c2604			C26 H41 N2 O3 P S	5.805	492.25837
c718			C34 H50 N6 O6	9.013	638.37808
c3471			C63 H101 N4 O13 P	4.29	1152.70923
c3256				7.61	1100.06952
c3808			C21 H49 N10 P3 S	5.181	566.30565
c3628			C15 H38 N6 O6 P2	4.172	460.23437
c4727				6.858	2170.07515
c3354			C52 H87 N9 O16 P2	3.556	1155.57476
c1563			C50 H86 N9 O12 P3	5.288	1097.55883
c4345				5.508	385.67686
c2841			C22 H46 N8 O11	5.604	598.32831
c3049			C43 H86 N3 O15 P3	3.438	977.52773
c4711	"1,3-Dipropylxanthine"		C11 H16 N4 O2	1.196	236.12656
c230			C19 H32 O8 P2	11.398	450.15689
c30	"1,3-Dipropylxanthine"		C11 H16 N4 O2	0.795	236.12649
c2557	"5,5'-epoxy-MKN-349A"		C22 H34 N4 O5	6.516	434.25253
c2182			C31 H66 N3 O8 P3	3.426	701.40535
c4690			C38 H35 N3 O	4.164	549.27933
c3511				4.329	619.28531
c1700			C39 H65 N3 O13 P2	3.372	845.39964
c1352	Bis(2-ethylhexyl)adipate		C22 H42 O4	18.028	370.30787
c2595			C42 H65 N7 O16	5.401	923.44799
c4033	NP-018248		C31 H56 O16	2.583	722.30681
c1613			C88 H112 N9 O10 P3 S	4.602	1579.74599
c460	Lokisin+CH2	A;B	C65 H113 N11 O20	15.39	1367.81269
c4549			C15 H26 P2	0.786	268.15215
c1680			C87 H141 N6 O17 P3 S	9.092	1666.9263
c208			C70 H115 N5 O18 P2	15.115	1375.77271
c969			C19 H43 N10 O4 P	5.408	506.32043
c930				7.398	1356.74307
c4016	"(2S)-4-Methyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)pentanoic acid (non-preferred name)"		C12 H23 N O7	1.123	293.14635
c45	Diprotin A		C17 H31 N3 O4	4.946	341.23109
c4313				4.932	393.22572
c4100			C35 H57 N3 O2 P2	4.635	613.3909
c3845			C19 H35 N2 O6 P	4.892	418.22427
c1527			C27 H32 N6 O2	14.05	472.25826
c1142			C39 H79 N10 O11 P3 S	7.136	988.48477
c2362			C23 H42 N10 O6 S	10.674	586.30178
c3981				7.627	1375.65649
c1544			C28 H62 N5 O15 P	6.553	739.40106
c2172			C23 H41 N2 O6 P	8.512	472.26888
c2399	Fenspiride		C15 H20 N2 O2	8.05	260.15262
c4809			C27 H43 O6 P3	4.211	556.22795
c455			C31 H40 N10 O7	3.996	664.30571
c740			C34 H22 Cl N5	19.646	535.15776
c3343				0.783	568.31764
c2089	NP-018430		C38 H68 O18	4.834	834.40764
c4115				5.171	256.63976
c1506				6.56	2113.96591
c2600				4.202	1052.50896
c3434				6.64	1227.66371
c1336			C24 H43 N5 O5 P2	4.299	543.27155
c1878			C61 H93 N8 O14 P	3.859	1192.65385
c1045			C29 H57 N9 O11	5.27	707.42043
c1879	5S-hydroxynorvaline-S-Ile		C11 H20 N2 O3	5.87	228.14709
c3767				3.55	2114.98198
c3708			C20 H51 N8 O9 P	5.518	578.35084
c2062			C20 H48 N10 O7	7.483	540.37179
c1406			C48 H87 N7 O9 P2	4.28	967.60398
c3758			C39 H60 N5 O4 P3	4.625	755.38732
c1359				7.027	1379.71778
c127			C75 H95 N3 O14 P2	4.478	1323.62821
c1025			C66 H115 N7 O17 P2	15.042	1339.78099
c4615			C22 H47 N10 O3 P3	4.212	592.30312
c3712			C75 H86 N9 O8 P S	3.511	1303.60664
c1690			C74 H80 N8 O3 P2	3.68	1190.58174
c1954			C17 H46 N10 O15	4.401	630.31528
c50			C14 H27 N O4 S	7.615	305.16537
c3629			C71 H114 N4 O17 P2 S2	8.638	1420.70743
c2317			C73 H120 N3 O18 P3 S2	3.704	1483.72228
c3833			C22 H36 N6 O12	1.096	576.23744
c3036			C31 H49 N5 O7	7.35	603.36359
c4318			C38 H56 N5 O11 P	5.822	789.3724
c4844				4.083	497.28258
c1687			C17 H40 N9 O7 P S	4.378	545.25119
c2868			C56 H93 N7 O17 S	6.236	1167.63463
c4093			C24 H44 N6 O6	3.688	512.33149
c2473			C16 H29 N3 O4 S	4.1	359.18667
c3754				0.788	284.15895
c3966				0.78	852.47634
c1723			C31 H65 N8 O11 P3	5.071	818.39808
c4639			C48 H57 N3 O S3	4.246	787.36649
c3158			C32 H68 N10 O10 P2 S2	6.046	878.40278
c3519			C21 H20 N8 O2	3.647	416.16916
c1392			C36 H61 N10 O2 P3	0.683	758.41774
c2735			C25 H54 N9 O9 P	6.059	655.3803
c1949	N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide		C18 H20 N2 O4	4.493	328.14148
c2949			C48 H49 Cl2 N3 O S3	19.152	849.24205
c3267			C14 H39 N7 O P2 S	4.072	415.24199
c181				9.973	2609.44718
c1373			C20 H45 N2 O6 P	6.068	440.29999
c633			C16 H27 N3 O3	4.336	309.20451
c1265			C52 H103 N6 O14 P3	5.413	1128.67491
c1086			C86 H144 N9 O18 P3 S2	4.061	1747.9282
c2935			C14 H34 N9 O5 P	7.451	439.24178
c4515				3.738	1179.5845
c3098			C8 H26 N7 O4 P	1.025	315.179
c3221	NP-020706		C14 H22 O7	0.795	638.32697
c3799			C20 H33 N5 O8	2.757	471.23202
c4552			C48 H85 N10 O16 P	8.255	1088.58811
c2596			C41 H58 N3 O7 P	16.56	735.40045
c22			C26 H42 N6 O6	5.431	534.31563
c1213				8.982	1536.69114
c769	Not named		C31 H52 N6 O9	5.417	652.37688
c4017			C40 H80 N O14 P3	4.307	891.47955
c3002	[Ser7]MC-HtyR		C52 H74 N10 O14	4.874	1062.54314
c804	APK		C14 H26 N4 O4	1.03	314.19443
c1824			C40 H79 N7 O15 P2	8.301	959.50976
c1595	Matlystatin A		C22 H40 N4 O5	5.948	440.30054
c670			C15 H27 N3 O4	4.08	313.19933
c2820			C29 H61 N5 O11 P2	3.702	717.38319
c903			C64 H83 N5 O9	5.544	1065.61965
c3963			C43 H85 N7 O18	5.202	987.59589
c899			C88 H107 N9 O15	7.153	1529.78847
c2587	"1,3-Diphenylacetone"		C15 H14 O	2.707	454.2537
c2019			C23 H46 N8 O9 S	4.286	610.3101
c1856			C62 H104 N7 O10 P3 S2	7.493	1263.65041
c2228			C44 H81 N10 O9 P3	6.382	986.54036
c2845			C63 H109 N2 O12 P3 S2	8.648	1242.66349
c2915	"2-[(1S,4S,5S)-5-Isopropyl-2-methyl-4-{[(phenylsulfonyl)amino]methyl}-2-cyclohexen-1-yl]-N-[2-(4-morpholinyl)ethyl]acetamide"		C25 H39 N3 O4 S	5.908	998.51576
c2365				6.287	1454.77767
c3384			C23 H47 N9 O10	4.387	609.34667
c4602			C26 H55 N7 O2	17.751	497.44382
c4141			C32 H74 N6 O15 P2 S	4.598	876.44006
c998			C29 H62 N7 O4 P3	7.57	665.41007
c2539	MC-NfkA		C51 H66 N8 O14	5.907	1014.46495
c4882	Tetrocarcin P		C61 H88 N2 O20	8.307	1168.59092
c2995	Stevioside		C38 H60 O18	6.368	826.3642
c3585	Flocculosin		C40 H72 O18	4.887	840.47169
c2311				8.01	2246.15714
c4186				8.01	2247.16056
c57			C30 H49 N7 O10	5.869	667.35319
c1484			C14 H27 N5 O3	3.574	313.21075
c2677				3.602	1296.63456
c2671	Not named		C56 H86 N10 O14	5.137	1122.62729
c4105			C28 H60 N7 O6 P3	4.967	683.38398
c1843			C35 H59 N9 O10	4.6	765.43723
c4676	Kojistatin A		C17 H32 N4 O5	2.624	372.23674
c4068	Not named		C59 H77 N7 O14	7.653	1107.54844
c4152			C27 H37 N5 O5	6.64	511.27905
c4409			C20 H29 N7 O4	12.593	431.22978
c1646			C36 H75 N8 O5 P S4	7.146	858.44686
c1080	Destruxin-A4 chlorohydrin		C30 H50 Cl N5 O8	6.042	643.3324
c4300			C49 H91 N3 O15 P2 S2	9.011	1087.53538
c4739			C65 H89 N2 O6 P S	5.692	1056.61773
c4619			C74 H102 N2 O17 P2 S2	7.632	1416.60943
c3738			C41 H63 N3 O7 P2	7.91	771.41653
c4569			C20 H51 N10 O4 P3	3.035	588.32877
c1932			C28 H47 N5 O13	3.333	661.31676
c908			C28 H53 N3 O12	5.313	623.36302
c475			C46 H77 N8 O8 P3 S2	5.215	1026.45021
c4044			C53 H67 O8 P S	6.814	894.42995
c3218			C55 H107 N7 O17 P2 S2	7.044	1263.66712
c4139			C15 H12 N9 O8 P3 S2	6.137	602.94695
c2783			C61 H129 N10 O13 P S	18.296	1272.92002
c487			C54 H105 N8 O10 P3 S	7.864	1150.68702
c4242	Pimprinol A		C13 H12 N2 O2	4.306	228.08933
c1328	Lokisin+CH2+NH4 adduct	B	C65 H116 N12 O20	15.393	1384.83854
c3723	Stanozolol		C21 H32 N2 O	9.888	328.24668
c927			C32 H51 N9 O8	4.129	689.38371
